cinéma (n. m.),cinema
cinquantaine (n. f.),about fifty
circulaire (n. f.),circular
classe (n. f.),classroom
clause (n. f.),clause
clause (n. f.),provision
cohésion (n. f.),cohesion
commande (n. f.),order
communiqué (n. m.),communiqué
communiqué (n. m.),press release
comparaison (n. f.),comparison
comparatif (n. m.),comparative
compétence (n. f.),competence
complication (n. f.),complication
composante (n. f.),component
compréhension (n. f.),understanding
compressions (n. f. plur.),restrictions
concession (n. f.),concession
concordance des temps (n. f.),sequence of tenses
condition (n. f.),condition
conférence (n. f.),lecture
conférence (n. f.),conference
connaissance (n. f.),knowledge
conseiller (n. m.),advisor
conseillère (n. f.),advisor
conséquence (n. f.),consequence
conséquence (n. f.),outcome
consonne (n. f.),consonant
constatation (n. f.),noticing
contentement (n. m.),contentment
contrainte (n. f.),constraint
contrat (n. m.),contract
coordination (n. f.),coordination
coordonnateur (n. m.),coordinator
coordonnatrice (n. f.),coordinator
copie (n. f.),copy
corridor (n. m.),corridor
corridor (n. m.),hall
cou (n. m.),neck
coude (n. m.),elbow
couleur (n. f.),colour
couloir (n. m.),corridor
coupe-feu (n. m.),firewall
courriel (n. m.),e-mail
courrier (n. m.),mail
cours (n. m.),course
courtoisie (n. f.),courtesy
coût (n. m.),cost
couverture (n. f.),cover
critère (n. m.),criterion
cuir (n. m.),leather
date (n. f.),date
date d’échéance (n. f.),deadline
début (n. m.),beginning
décembre (n. m.),December
déception (n. f.),disappointment
décision (n. f.),decision
défense (n. f.),forbiddance
degré (n. m.),degree
demande (n. f.),request
démarche (n. f.),measure
demi (n. m.),half
demie (n. f.),half
démission (n. f.),resignation
dépanneur (n. m.),convenience store
déplacement (n. m.),moving
dépliant (n. m.),folder
déroulement (n. m.),unfolding
dessin (n. m.),drawing
destinataire (n. m./f.),addressee
destinataire (n. m./f.),receiver
destinataire (n. m./f.),recipient
destination (n. f.),destination
diagramme (n. m.),diagram
différence (n. f.),difference
diffusion restreinte (n. f.),restricted
dimanche (n. m.),Sunday
dimension (n. f.),dimension
directeur (n. m.),manager
directeur (n. m.),head
direction (n. f.),direction
direction (n. f.),management
directrice (n. f.),manager
directrice (n. f.),head
discothèque (n. f.),discotheque
discours (n. m.),speech
dispositions (n. f.),provisions
disque dur (n. m.),hard disk
distance (n. f.),distance
dizaine (n. f.),about ten
document (n. m.),document
documentation (n. f.),documentation
doigt (n. m.),finger
donnée (n. f.),data
dossier (n. m.),folder
dossier (n. m.),file
double-clic (n. m.),double-click
doute (n. m.),doubt
douzaine (n. f.),dozen
droit (n. m.),right
durée (n. f.),duration
durée (n. f.),length
échéancier (n. m.),schedule
économiseur d’écran (n. m.),screensaver
écran de veille (n. m.),screensaver
édition (n. f.),edition
effet (n. m.),effect
efficacité (n. f.),effectiveness
efficience (n. f.),efficiency
élaborateur (n. m.),developer
élaboratrice (n. f.),developer
élément (n. m.),element (data)
élimination (n. f.),elimination
embarras (n. m.),awkward position
en annexe (n. f.),appendix
enchaînement (n. m.),linking
endroit (n. m.),place
ennuagement (n. m.),clouding over
énoncé (n. m.),utterance
enquête (n. f.),inquiry
enquête (n. f.),survey
entrée (n. f.),entrance
entrée principale (n. f.),main entrance
épaule (n. f.),shoulder
équipe (n. f.),team
équivalent (n. m.),equivalent
erreur (n. f.),error
erreur (n. f.),mistake
espace (n. m.),space
est (n. m.),east
étage (n. m.),floor
étape (n. f.),stage
étape (n. f.),step
état (n. m.),condition
état d’avancement (n. m.),progress
été (n. m.),summer
étonnement (n. m.),amazement
évaluateur (n. m.),evaluator
évaluateur (n. m.),appraiser
évaluatrice (n. f.),evaluator
évaluatrice (n. f.),appraiser
événement (n. m.),event
exactitude (n. f.),accuracy
exclusion (n. f.),exclusion
exécution (n. f.),execution
exemplaire (n. m.),copy (of a publication)
exemple (n. m.),example
exigences (n. f.),requirements
expéditeur (n. m.),sender
expéditrice (n. f.),sender
exploit (n. m.),achievement
exploit (n. m.),feat
extrait (n. m.),excerpt
facilité (n. f.),easiness
facture (n. f.),bill
facture (n. f.),invoice
favori (n. m.),favorite
février (n. m.),February
fichier (n. m.),file
fichier (n. m.),data file
fichier joint (n. m.),attachment
fichier joint (n. m.),attached file
fin (n. f.),end
financement (n. m.),financing
fois (n. f.),times (3 x 5 = 15)
fonction (n. f.),duty
fonctionnaire (n. m./f.),public servant
format (n. m.),size
formation (n. f.),formation
forme (n. f.),shape
formulaire (n. m.),form
formulation (n. f.),formulation
formule de courtoisie (n. f.),polite form
français (n. m.),French
fréquence (n. f.),frequency
front (n. m.),forehead
fureteur (n. m.),Web browser
futur (n. m.),future
gêne (n. f.),embarrassment
généralisation (n. f.),generalization
genou (n. m.),knee
genre (n. m.),kind
genre (n. m.),gender
gestion (n. f.),management
gestionnaire (n. m./f.),manager
gramme (n. m.),gram
graphique (n. m.),graph
graphique (n. m.),chart
gras (n. m.),bold
grêle (n. f.),hail
grésil (n. m.),ice pellets
guide (n. m.),guide
hall (n. m.),hall
hall d’entrée (n. m.),entrance hall
heure (n. f.),hour
hiver (n. m.),winter
honneur (n. m.),honour
hôpital (n. m.),hospital
hôtel (n. m.),hotel
hôtel de ville (n. m.),city hall
hypothèse (n. f.),hypothesis
icône (n. f.),icon
identification (n. f.),identification
identité (n. f.),identity
ignorance (n. f.),ignorance
illustration (n. f.),illustration
impact (n. m.),impact
imparfait (n. m.),imperfect
impératif (n. m.),imperative mood
implication (n. f.),implication
importance (n. f.),importance
impossibilité (n. f.),impossibility
imprimante (n. f.),printer
imprimé (n. m.),hard copy
improbabilité (n. f.),improbability
incapacité (n. f.),incapacity
incapacité (n. f.),inability
incident (n. m.),incident
inclusion (n. f.),inclusion
indicateur (n. m.),indicator
indicatif (n. m.),indicative
indifférence (n. f.),indifference
inefficacité (n. f.),inefficiency
infinitif (n. m.),infinitive
information (n. f.),information
intention (n. f.),intention
interdiction (n. f.),prohibition
interprétation (n. f.),interpretation
interrogation (n. f.),interrogation
intonation (n. f.),intonation
italique (n. m.),italics
jambe (n. f.),leg
janvier (n. m.),January
jeudi (n. m.),Thursday
jour (n. m.),day
journée (n. f.),daytime
juillet (n. m.),July
juin (n. m.),June
kilo (n. m.),kilo
kilogramme (n. m.),kilogram
kilomètre (n. m.),kilometre
laboratoire (n. m.),laboratory
laine (n. f.),wool
langue (n. f.),language
législateur (n. m.),legislator
législateur (n. m.),lawmaker
lendemain (n. m.),the next day
lendemain de (n. m.),the day after
lettre (n. f.),letter
lettre majuscule (n. f.),capital letter
lettre minuscule (n. f.),small letter
lexique (n. m.),lexicon
lexique (n. m.),glossary
liaison (n. f.),liaison
librairie (n. f.),bookstore
lieu (n. m.),location
limite (n. f.),limit
liste (n. f.),list
litre (n. m.),litre
localisation (n. f.),localization
loi (n. f.),law
loi (n. f.),act
lumière (n. f.),light
lundi (n. m.),Monday
magasin (n. m.),store
mai (n. m.),May
main (n. f.),hand
maison (n. f.),house
mandat (n. m.),mandate
manuel (n. m.),manual
mardi (n. m.),Tuesday
mars (n. m.),March
matière (n. f.),material
matin (n. m.),morning
matinée (n. f.),morning
maximum (n. m.),maximum
mécontentement (n. m.),displeasure
meilleur (n. m.),the best
meilleure (n. f.),the best
membre (n. m.),member
mercredi (n. m.),Wednesday
message (n. m.),message
mesure (n. f.),measurement
métal (n. m.),metal
méthode (n. f.),method
mètre (n. m.),metre
midi (n. m.),noon
millier (n. m.),about a thousand
millilitre (n. m.),millilitre
millimètre (n. m.),millimetre
million (n. m.),million
minimum (n. m.),minimum
ministère (n. m.),department
minorité (n. f.),minority
minuit (n. m.),midnight
modification (n. f.),modification
modification (n. f.),amendment
mois (n. m.),month
moment (n. m.),moment
mot (n. m.),word
mot de passe (n. m.),password
moteur de recherche (n. m.),search engine
motif (n. m.),motive
moyen (n. m.),means
moyen (n. m.),way
musée (n. m.),museum
navigateur (n. m.),Web browser
nécessité (n. f.),necessity
négation (n. f.),negative
neige (n. f.),snow
nez (n. m.),nose
nom (n. m.),name
nombre (n. m.),number
nombril (n. m.),navel
nord (n. m.),north
norme (n. f.),standard
note (n. f.),note
novembre (n. m.),November
nuage (n. m.),cloud
nuance (n. f.),shade
nuance (n. f.),nuance
nuit (n. f.),night
numériseur (n. m.),scanner
numéro (n. m.),number
numéro de téléphone (n. m.),telephone number
objectif (n. m.),objective
objection (n. f.),objection
objet (n. m.),object
obligation (n. f.),obligation
observation (n. f.),observation
obstacle (n. m.),obstacle
obtention (n. f.),obtaining
obtention (n. f.),achievement
octobre (n. m.),October
œil (n. m.),eye
offre (n. f.),offer
opposition (n. f.),opposition
option (n. f.),option
orage (n. m.),thunderstorm
ordinateur (n. m.),computer
ordinateur de poche (n. m.),palmtop computer
ordinateur portable (n. m.),laptop computer
ordre du jour (n. m.),agenda
oreille (n. f.),ear
organisateur (n. m.),organizer
organisation (n. f.),organization
organisatrice (n. f.),organizer
organisme (n. m.),organism
orientation (n. f.),orientation
original (n. m.),original
origine (n. f.),origin
orteil (n. m.),toe
ouest (n. m.),west
oui (n. m.),yes
page (n. f.),page
papier (n. m.),paper
paragraphe (n. m.),subsection (loi)
paragraphe (n. m.),paragraph
partage (n. m.),division
partage (n. m.),sharing out
partie (n. f.),part
passage (n. m.),passage
passé (n. m.),past
pavillon (n. m.),pavilion
permission (n. f.),permission
personne (n. f.),person
personne ressource (n. f.),resource person
personnel (n. m.),staff
perte (n. f.),loss
perte (n. f.),waste
perte de temps (n. f.),waste of time
peur (n. f.),fear
phase (n. f.),phase
phénomène (n. m.),phenomenon
photo (n. f.),photo
photo (n. f.),picture
photocopie (n. f.),photocopy
pièce (n. f.),room
pied (n. m.),foot
pirate informatique (n. m./f.),hacker
pirate informatique (n. m./f.),cracker
pire (n. m.),worst
place (n. f.),place
plaisir (n. m.),pleasure
plan (n. m.),plan (architecture)
planificateur (n. m.),planner
planification (n. f.),planning
planificatrice (n. f.),planner
plastique (n. m.),plastic
pluie (n. f.),rain
plus-que-parfait (n. m.),past perfect
poignet (n. m.),wrist
point (n. m.),dot
point de vue (n. m.),point of view
politique (n. f.),policy
possession (n. f.),possession
possibilité (n. f.),possibility
postériorité (n. f.),posteriority
potentiel (n. m.),potential
pouce (n. m.),thumb
poudrerie (n. f.),drifting snow
poudrerie (n. f.),blowing snow
pourcent (n. m.),percent
pourcentage (n. m.),percentage
pourquoi (n. m.),reason
précision (n. f.),precision
prénom (n. m.),first name
préposition (n. f.),preposition
prévisibilité (n. f.),foreseeability
prévision (n. f.),forecast
prévisions météorologiques (n. f.),weather forecast
printemps (n. m.),spring
priorité (n. f.),priority
prix (n. m.),price
probabilité (n. f.),probabilitty
procédure (n. f.),procedure
procédure (n. f.),proceedings
procès-verbal (n. m.),minutes
productivité (n. f.),productivity
profession (n. f.),occupation
programme (n. m.),program
projet (n. m.),project
projet de loi (n. m.),bill
promoteur (n. m.),promoter
promotion (n. f.),promotion
promotrice (n. f.),promoter
pronom (n. m.),pronoun
proposition (n. f.),proposition
propriétaire (n. m./f.),owner
propriété (n. f.),property
propriété (n. f.),ownership
provenance (n. f.),origin
publication (n. f.),publication
qualité (n. f.),quality
quantification (n. f.),quantification
quantité (n. f.),amount
quantité (n. f.),quantity
quarantaine (n. f.),about forty
quart (n. m.),quarter
question (n. f.),question
quêteuse (n. f.),beggar
quêteux (n. m.),beggar
rajustement (n. m.),adjustment
rapport (n. m.),report
réception (n. f.),reception
réception (n. f.),reception desk
recherche (n. f.),research
recherche (n. f.),search
réclamation (n. f.),claim
réclamation (n. f.),demand
reçu (n. m.),receipt
réédition (n. f.),new edition
référence (n. f.),reference
refus (n. m.),refusal
règlement (n. m.),regulation
réglementation (n. f.),regulations
regret (n. m.),regret
réimpression (n. f.),reprint
remerciement (n. m.),thanks
renseignement (n. m.),information
répartition (n. f.),distribution
répercussion (n. f.),repercussion
requérant (n. m.),applicant
requérante (n. f.),applicant
requête (n. f.),request
réseau (n. m.),network
résidence (n. f.),residence
résignation (n. f.),resignation
responsabilité (n. f.),responsibility
ressemblance (n. f.),resemblance
ressemblance (n. f.),alikeness
ressources humaines (n. f.),human resources
restaurant (n. m.),restaurant
reste (n. m.),rest
restriction (n. f.),restriction
résultat (n. m.),outcome
résultat (n. m.),result
retrait (n. m.),withdrawal
réunion (n. f.),meeting
réussite (n. f.),success
révision (n. f.),revision
rôle (n. m.),role
rue (n. f.),street
rythme (n. m.),rhythm
saison (n. f.),season
salle (n. f.),room
salle d’attente (n. f.),waiting room
salle de conférences (n. f.),conference room
salle de courrier (n. f.),mail room
salon (n. m.),living room
samedi (n. m.),Saturday
satisfaction (n. f.),satisfaction
sauvegarde (n. f.),backup
scanneur (n. m.),scanner
schéma (n. m.),diagram
secret (n. m.),secret
secrétariat (n. m.),secretariat
section (n. f.),section
section (n. f.),division (loi)
sélection (n. f.),selection
semaine (n. f.),week
semi-auxiliaire (n. m.),semi-auxiliary
sens (n. m.),sense
sens (n. m.),meaning
sentiment (n. m.),feeling
septembre (n. m.),September
service de dépannage (n. m.),help desk
sigle (n. m.),initialism
signet (n. m.),bookmark
silence (n. m.),silence
similitude (n. f.),similarity
simultanéité (n. f.),simultaneity
soir (n. m.),night
soirée (n. f.),evening
soixantaine (n. f.),about sixty
soleil (n. m.),sun
sollicitation (n. f.),request
sortie (n. f.),exit
souhait (n. m.),wish
soulagement (n. m.),relief
source (n. f.),source
souris (n. f.),mouse
sous-sol (n. m.),basement
stationnement (n. m.),parking
stratégie (n. f.),strategy
subjonctif (n. m.),subjunctive
succès (n. m.),success
sud (n. m.),south
suffixe (n. m.),suffix
suggestion (n. f.),suggestion
sujet (n. m.),subject
superficie (n. f.),area
superlatif (n. m.),superlative
supposition (n. f.),supposition
surface (n. f.),surface area
surprise (n. f.),surprise
syllabation (n. f.),syllabication
tableur (n. m.),spreadsheet (program)
tâche (n. f.),task
taille (n. f.),waist
talent (n. m.),talent
talon (n. m.),heel
tapis de souris (n. m.),mouse pad
technique (n. f.),technique
téléphone (n. m.),telephone
tempête (n. f.),storm
tempête de neige (n. f.),snowstorm
temps (n. m.),weather
temps (n. m.),time
temps (n. m.),tense
terme (n. m.),term
terrain (n. m.),lot
terrain de stationnement (n. m.),parking lot
texte (n. m.),text
théâtre (n. m.),theatre
thème (n. m.),theme
titre (n. m.),title
toilette (n. f.),washroom
toilette des femmes (n. f.),ladies’ washroom
toilette des hommes (n. f.),men’s washroom
tolérance (n. f.),tolerance
totalité (n. f.),all
totalité (n. f.),everything
touche (n. f.),key
tour (n. f.),tower
tout (n. m.),the whole thing
traduction (n. f.),translation
trait d’union (n. m.),hyphen
traitement (n. m.),processing
traitement de texte (n. m.),word processing
trajet (n. m.),route
tranche (n. f.),section
travail (n. m.),work
travailleur (n. m.),hard-working
travailleuse (n. f.),hard-working
tréma (n. m.),diaeresis
trentaine (n. f),about thirty
truc (n. m.),trick
truc (n. m.),way
tutoiement (n. m.),use of the familiar «tu»
unité (n. f.),unit
usage (n. m.),use
utilité (n. f.),usefulness
valeur (n. f.),value
veille (n. f.),the night or day before
vendredi (n. m.),Friday
vent (n. m.),wind
verbe (n. m.),verb
verglas (n. m.),clear ice
vérificateur (n. m.),auditor
vérification (n. f.),auditing
vérification (n. f.),verification
vérificatrice (n. f.),auditor
version (n. f.),version
vie (n. f.),life
vigueur (n. f.),vigour
ville (n. f.),city
vingtaine (n. f.),about twenty
virgule (n. f.),comma
vitesse (n. f.),speed
volonté (n. f.),will
volume (n. m.),volume
volume (n. m.) (x3),volume (x3)
vouvoiement (n. m.),use of the polite «vous»
voyelle (n. f.),vowel
vue (n. f.),view
